HVO ID,Uniprot ID,Description,Protein q-value,Peptides,PSMs,Sequence Coverage,Dataset,Total Datasets,Predicted Processing,Molecular Weight,pI,Hydrophobicity,arCOG,arCOGlet
HVO_1660,D4GZM5,(dacZ) diadenylate cyclase,0.0,8,57,33.82899628252788,PXD006877,11,Cyt,28935,4.61,-0.01,arCOG04453,T
HVO_1666,D4GZN0,(coaD) phosphopantetheine adenylyltransferase,0.0,10,147,70.48192771084338,PXD006877,2,Cyt,18550,4.88,-0.71,arCOG01223,H
HVO_1667,D4GZN1,TrmB family transcription regulator,0.0,9,256,66.88311688311688,PXD006877,8,Cyt,16671,4.38,-0.61,arCOG02241,K
HVO_1668,D4GZN2,(gshA) glutamate--cysteine ligase,0.0,18,240,57.262569832402235,PXD006877,9,Cyt,39883,4.6,-0.48,arCOG02722,H
HVO_1669,D4GZN3,(fib) fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,0.0,4,24,33.333333333333336,PXD006877,8,Cyt,23506,4.43,-0.23,arCOG00078,J
HVO_1670,D4GZN4,(nop5) rRNA/tRNA 2'-O-methyltransferase complex protein Nop5,0.0,10,218,43.214285714285715,PXD006877,9,Cyt,29979,4.84,-0.42,arCOG01923,J
HVO_1671,D4GZN5,conserved hypothetical protein,0.0,2,4,32.857142857142854,PXD006877,1,Cyt,15502,5.43,-0.72,arCOG04661,S
HVO_1673,D4GZN7,conserved hypothetical protein,0.0,7,158,42.592592592592595,PXD006877,12,Sec; lipobox,23198,4.47,-0.15,arCOG06262,S
HVO_1675,D4GZN9,(corA) magnesium transport protein CorA,0.0,2,7,12.844036697247706,PXD006877,8,>=2 TM,37211,4.43,-0.18,arCOG02265,P
HVO_1677,D4GZP1,small CPxCG-related zinc finger protein,0.0,2,7,35.59322033898305,PXD006877,3,Cyt,6906,5.76,-0.8,arCOG04636,S
HVO_1678,D4GZP2,(tif2b1) translation initiation factor aIF-2 beta subunit,0.0,4,60,40.74074074074074,PXD006877,7,Cyt,14913,4.49,-0.5,arCOG01640,J
HVO_1680,D4GZP4,UPF0212 family protein,0.0,3,46,29.45205479452055,PXD006877,5,Cyt,15952,4.13,-0.26,arCOG02119,S
HVO_1681,D4GZP5,DNA N-glycosylase,0.0,9,95,43.0921052631579,PXD006877,8,Cyt,34249,4.51,-0.42,arCOG00464,L
HVO_1683,D4GZP7,(malQ) 4-alpha-glucanotransferase,0.0,21,495,45.766129032258064,PXD006877,11,Cyt,56306,4.22,-0.48,arCOG04681,G
HVO_1684,D4GZP8,(thrS) threonine--tRNA ligase,0.0,45,1761,70.76205287713842,PXD006877,12,Cyt,73441,4.3,-0.6,arCOG00401,J
HVO_1685,D4GZP9,conserved hypothetical protein,0.0,20,346,48.04123711340206,PXD006877,10,Cyt,53813,5.45,-0.4,arCOG01648,R
HVO_1690,D4H035,DHH/RecJ family phosphoesterase,0.0,23,434,72.37113402061856,PXD006877,10,Cyt,52098,4.29,-0.18,arCOG01566,F
HVO_1691,D4H036,PRC domain protein,0.0,2,7,37.11340206185567,PXD006877,7,Cyt,10815,4.18,-0.17,arCOG02155,R
HVO_1692,D4H037,probable iron-sulfur protein (4Fe-4S),0.0,31,767,49.522510231923604,PXD006877,12,Cyt,80156,4.36,-0.34,arCOG00335;arCOG00336,C
HVO_1693,D4H038,DUF162 family protein,0.0,3,136,31.137724550898202,PXD006877,5,Cyt,17325,4.22,0.03,arCOG04519,C
HVO_1694,D4H039,conserved hypothetical protein,0.0,2,9,4.5602605863192185,PXD006877,5,>=2 TM,66055,4.63,0.34,arCOG04118,P
HVO_1695,D4H040,HTH domain protein,0.0,3,21,12.55813953488372,PXD006877,2,Cyt,23448,4.76,-0.64,arCOG08095,K
HVO_1697,D4H042,FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.0,37,624,38.98635477582846,PXD006877,12,Cyt,111212,4.39,-0.35,arCOG00292;arCOG00336;arCOG00337,C
HVO_1698,D4H043,CBS/parB domain protein,0.0,2,22,13.962264150943396,PXD006877,10,Cyt,29403,4.77,-0.23,arCOG00622,D
HVO_1699,D4H044,pyridoxal phosphate-dependent aminotransferase (homolog to histidinol-phosphate aminotransferase / aspartate aminotransferase),0.0,13,284,51.58730158730159,PXD006877,10,Cyt,39818,4.29,-0.19,arCOG04334,E
HVO_1700,D4H045,HTH domain protein,0.0,1,2,7.865168539325842,PXD006877,6,Cyt,28698,4.31,-0.01,arCOG02809,K
HVO_1701,D4H046,DUF123 domain protein,0.0,3,34,43.93063583815029,PXD006877,6,Cyt,18152,5.08,-0.16,arCOG00463,L
HVO_1703,D4H048,(hel2) probable DEAD/DEAH box helicase,0.0,21,185,45.593869731800766,PXD006877,7,Cyt,86577,5.1,-0.47,arCOG00555,R
HVO_1704,D4H049,homolog to arabinopyranose mutase,0.0,14,394,44.41558441558441,PXD006877,8,Cyt,43389,4.04,-0.38,arCOG06245,R
HVO_1705,D4H050,ABC-type transport system periplasmic substrate-binding protein,0.0,15,704,61.08247422680412,PXD006877,12,Tat; lipobox,41859,4.19,-0.3,arCOG00227,P
HVO_1707,D4H052,ABC-type transport system ATP-binding protein,0.0,10,257,46.7866323907455,PXD006877,9,Cyt,41861,4.27,-0.35,arCOG00177,E
HVO_1708,D4H053,conserved hypothetical protein,0.0,2,45,5.121638924455826,PXD006877,7,>=2 TM,82621,5.06,0.21,arCOG04615,M
HVO_1710,D4H055,(amyA2) glycoside hydrolase domain protein,0.0,23,722,41.06351550960118,PXD006877,11,Cyt,75021,4.24,-0.44,arCOG02948,G
HVO_1711,D4H056,(sga1) probable glucoamylase,0.0,89,2036,71.277299801456,PXD006877,11,Cyt,166117,4.49,-0.47,arCOG03285,G
HVO_1712,D4H057,START domain protein,0.0,3,16,43.47826086956522,PXD006877,6,Cyt,18309,4.74,-0.51,arCOG04604,R
HVO_1713,D4H058,receiver/sensor box histidine kinase,0.0,1,4,1.8786127167630058,PXD006877,1,Cyt,76135,4.43,-0.46,arCOG02369;arCOG02387,T
HVO_1715,D4H060,probable S-adenosylmethionine-dependent methyltransferase,0.0,5,34,25.2,PXD006877,3,Cyt,26953,4.6,-0.15,arCOG01792,Q
HVO_1716,D4H061,(queC) 7-cyano-7-deazaguanine synthase,0.0,11,168,55.32786885245902,PXD006877,9,Cyt,26764,4.22,-0.48,arCOG00039,J
HVO_1717,D4H062,(queE) 7-carboxy-7-deazaguanine synthase,0.0,4,25,36.96498054474708,PXD006877,7,Cyt,28140,4.15,-0.35,arCOG02173,O
HVO_1718,D4H063,"(queD) 6-carboxy-5,6,7,8-tetrahydropterin synthase",0.0,5,67,44.30379746835443,PXD006877,9,Cyt,17122,4.63,-0.25,arCOG02172,H
HVO_1723,D4H067,(rad25d) DNA repair helicase Rad25,0.0,26,394,47.9136690647482,PXD006877,10,Cyt,76764,4.53,-0.57,arCOG00874,K
HVO_1724,D4H068,conserved hypothetical protein,0.0,2,11,23.75,PXD006877,4,Cyt,18517,4.59,-0.52,arCOG11898,S
HVO_1725,D4H069,(orc5) Orc1-type DNA replication protein,0.0,11,196,33.16708229426434,PXD006877,10,Cyt,44522,5.02,-0.41,arCOG00467,L
HVO_1726,D4H070,HTH domain protein,0.0,2,36,10.344827586206897,PXD006877,8,Cyt,28968,4.61,-0.29,arCOG04362,K
HVO_1727,D4H071,(tbp2) TATA-binding transcription initiation factor,0.0,6,226,26.344086021505376,PXD006877,12,Cyt,19870,4.18,0.04,arCOG01764,K
HVO_1733,D4H072,HTH domain protein,0.0,6,31,48.167539267015705,PXD006877,5,Cyt,21638,4.33,-0.71,arCOG02776,K
HVO_1734,D4H073,conserved hypothetical protein,0.0,5,323,53.14685314685315,PXD006877,6,Cyt,16373,4.96,-0.89,arCOG06153,S
HVO_1735,D4H074,SWIM zinc finger domain protein,0.0,37,530,55.0,PXD006877,10,Cyt,75739,4.33,-0.7,arCOG03429,R
HVO_1737,D4H076,DUF790 family protein,0.0,4,35,13.555555555555555,PXD006877,4,Cyt,51470,4.54,-0.51,arCOG04356,L
HVO_1738,D4H077,CcbP family protein,0.0,1,4,17.21311475409836,PXD006877,1,Cyt,14405,4.42,-0.73,arCOG10634,S
HVO_1739,D4H078,conserved hypothetical protein,0.0,4,63,31.25,PXD006877,4,Cyt,28983,4.6,-0.66,arCOG03560,X
HVO_1740,D4H079,conserved hypothetical protein,0.0,7,56,49.04761904761905,PXD006877,6,Cyt,24448,4.35,-0.69,arCOG10389,S
HVO_1741,D4H080,conserved hypothetical protein,0.0,15,583,49.08536585365854,PXD006877,10,Cyt,37559,4.33,-0.67,arCOG06280,S
HVO_1742,D4H081,conserved hypothetical protein,0.0,6,177,32.432432432432435,PXD006877,4,Cyt,21294,4.06,-0.76,arCOG06279,X
HVO_1743,D4H082,SWIM zinc finger domain protein,0.0,7,95,23.77358490566038,PXD006877,9,Cyt,30297,4.48,-0.6,arCOG03429,R
HVO_1745,D4H084,conserved hypothetical protein,0.0,3,47,20.26431718061674,PXD006877,10,Cyt,24837,4.03,-0.31,arCOG00873,L
HVO_1746,D4H085,DUF2800 family protein,0.0,14,333,47.6780185758514,PXD006877,7,Cyt,36486,4.22,-0.69,arCOG04505,S
HVO_1751,D4H090,(copA) P-type transport ATPase (probable substrate copper/metal cation),0.0,14,127,25.551684088269454,PXD006877,10,>=2 TM,89899,4.22,0.12,arCOG01576;arCOG02763,P
HVO_1752,D4H091,Lrp/AsnC family transcription regulator,0.0,10,238,64.82412060301507,PXD006877,9,Cyt,21745,4.52,-0.24,arCOG01585,P
HVO_1753,D4GS78,HMA domain protein,0.0,3,34,33.84615384615385,PXD006877,5,Cyt,6615,3.93,-0.19,arCOG02764,P
HVO_1755,D4GS80,conserved hypothetical protein,0.0,3,19,47.05882352941177,PXD006877,1,Cyt,13534,4.71,-0.93,arCOG06440,S
HVO_1756,D4GS81,(pat1) GNAT family acetyltransferase Pat1,0.0,2,4,15.942028985507246,PXD006877,1,Cyt,22407,4.79,-0.55,arCOG00834,K
HVO_1758,D4GS83,(trxB5) oxidoreductase (homolog to thioredoxin-disulfide reductase),0.0,20,781,58.358662613981764,PXD006877,9,Cyt,36334,4.3,-0.57,arCOG01301,O
HVO_1760,D4GS85,ABC-type transport system ATP-binding protein,0.0,18,772,77.81569965870307,PXD006877,9,Cyt,32419,4.43,-0.49,arCOG00198,P
HVO_1761,D4GS86,(mtfK3) FKBP-type peptidylprolyl isomerase,0.0,2,10,16.56050955414013,PXD006877,4,Cyt,17051,4.1,-0.23,arCOG00981,O
HVO_1762,D4GS87,DnaJ N-terminal domain / ferredoxin fusion protein,0.0,4,93,34.375,PXD006877,1,Cyt,27532,4.43,-0.69,arCOG02845,C
HVO_1764,D4GS89,conserved hypothetical protein,0.0,8,91,37.8125,PXD006877,4,Cyt,34308,4.87,-0.22,arCOG06244,S
HVO_1778,D4GSA2,(katG) catalase-peroxidase,0.0,29,1634,63.92757660167131,PXD006877,12,Cyt,79955,4.15,-0.66,arCOG04487,P
HVO_1780,D4GSA4,HTH domain protein,0.0,1,3,9.941520467836257,PXD006877,2,Cyt,19587,5.11,-0.81,arCOG02773,K
HVO_1783,D4GSA8,conserved hypothetical protein,0.0,12,193,60.714285714285715,PXD006877,9,Cyt,24121,5.72,-0.42,arCOG06352,S
HVO_1784,D4GSA7,M20 family amidohydrolase,0.0,1,5,4.3478260869565215,PXD006877,1,Cyt,45278,4.41,-0.26,arCOG01107,E
HVO_1785,D4GSA9,conserved hypothetical protein,0.0,2,39,94.64285714285714,PXD006877,2,Cyt,6113,3.89,-1.03,arCOG10128,S
HVO_1787,D4GSB1,conserved hypothetical protein,0.0,5,46,33.64485981308411,PXD006877,2,Cyt,11717,4.35,-0.11,arCOG04747,S
HVO_1788,D4GSB2,(nirA1) probable sulfite/nitrite reductase (ferredoxin),0.0,57,2165,81.75675675675676,PXD006877,10,Cyt,66564,4.52,-0.68,arCOG02055,P
HVO_1789,D4GSB3,conserved hypothetical protein,0.0,2,19,20.21276595744681,PXD006877,2,Cyt,10496,4.43,-0.54,arCOG04700,S
HVO_1792,D4GSB6,Lrp/AsnC family transcription regulator,0.0,1,11,9.25925925925926,PXD006877,8,Cyt,18088,4.24,-0.16,arCOG01580,K
HVO_1797,D4GSC1,beta-lactamase domain protein,0.0,6,55,22.195121951219512,PXD006877,4,Cyt,44485,4.88,-0.26,arCOG00541,J
HVO_1798,D4GSC2,conserved hypothetical protein,0.0,1,5,21.6,PXD006877,1,Cyt,12922,4.06,-0.51,arCOG10156,S
HVO_1799,D4GSC3,digeranylgeranylglycerophospholipid reductase / dolichol omega-reductase,0.0,27,1128,76.09756097560975,PXD006877,12,Cyt,45421,4.57,-0.47,arCOG00570,C
HVO_1801,D4GSC5,conserved hypothetical protein,0.0,1,8,22.33009708737864,PXD006877,2,Cyt,11467,4.83,-0.9,arCOG06313,S
HVO_1803,D4GSC7,AMMECR1 domain protein,0.0,5,94,33.5,PXD006877,10,Cyt,21704,4.93,-0.33,arCOG01336,S
HVO_1804,D4GSC8,(pncB) nicotinate phosphoribosyltransferase,0.0,14,330,56.70103092783505,PXD006877,11,Cyt,41102,4.48,-0.15,arCOG01481,H
HVO_1806,D4GSD0,conserved hypothetical protein,0.0,1,5,3.1578947368421053,PXD006877,4,Sec; lipobox,52305,4.16,-0.57,arCOG02980,S
HVO_1807,D4GSD1,conserved hypothetical protein,0.0,1,4,9.58904109589041,PXD006877,1,Sec; lipobox,15420,3.87,-0.25,arCOG13607,S
HVO_1808,D4GSD2,conserved hypothetical protein,0.0,2,16,7.142857142857143,PXD006877,4,Sec; lipobox,51683,4.02,-0.47,arCOG02980,S
HVO_1809,D4GSD3,(entB2) isochorismatase family protein,0.0,4,119,35.26315789473684,PXD006877,6,Cyt,20979,4.43,-0.19,arCOG01943,Q
HVO_1810,D4GSD4,PaaI family protein,0.0,2,15,26.70807453416149,PXD006877,4,Cyt,17055,4.59,-0.08,arCOG00777,Q
HVO_1811,D4GSD5,sensor box histidine kinase,0.0,15,113,28.28870779976717,PXD006877,6,Cyt,94044,4.54,-0.33,arCOG02329;arCOG02333;arCOG02334;arCOG06712,T
HVO_1812,D4GSD6,probable ketohexokinase,0.0,7,78,32.8,PXD006877,6,Cyt,40525,4.36,-0.19,arCOG00014,G
HVO_1814,D4GSD8,peptidase M23 family protein,0.0,4,19,25.082508250825082,PXD006877,5,Cyt,32052,4.58,-0.04,arCOG02979,S
HVO_1816,D4GSE0,(pyrC) dihydroorotase,0.0,18,513,54.77855477855478,PXD006877,8,Cyt,45433,4.26,-0.29,arCOG00689,F
HVO_1818,D4GSE2,conserved hypothetical protein,0.000835421888053467,1,4,12.0,PXD006877,2,Cyt,19500,4.17,-0.39,arCOG02977,S
HVO_1819,D4GSS7,conserved hypothetical protein,0.0,6,34,54.148471615720524,PXD006877,8,Cyt,25471,4.15,-0.7,arCOG02976,S
HVO_1821,D4GSS9,(pat2) GNAT family acetyltransferase Pat2,0.0,2,26,19.02173913043478,PXD006877,8,Cyt,20426,4.13,-0.43,arCOG00834,K
HVO_1822,D4GST0,UspA domain protein,0.0,1,5,18.543046357615893,PXD006877,8,Cyt,15793,4.17,0.19,arCOG04802,T
HVO_1823,D4GST1,UspA domain protein,0.0,5,30,41.830065359477125,PXD006877,12,Cyt,16447,4.48,-0.16,arCOG02053,T
HVO_1824,D4GST2,conserved hypothetical protein,0.0,26,757,72.72727272727273,PXD006877,12,Cyt,47352,4.03,-0.58,arCOG00423,J
HVO_1825,D4GST3,conserved hypothetical protein,0.0,7,79,68.30985915492958,PXD006877,7,Cyt,15310,4.0,-0.34,arCOG04699,S
HVO_1826,D4GST4,conserved hypothetical protein,0.0,6,93,66.20689655172414,PXD006877,4,Cyt,16068,5.19,-0.76,arCOG06404,S
HVO_1827,D4GST5,(rps6e) 30S ribosomal protein S6e,0.0,11,1488,94.73684210526316,PXD006877,12,Cyt,13888,4.21,-0.47,arCOG01946,J
HVO_1829,D4GST7,(pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.0,15,264,81.5934065934066,PXD006877,12,Cyt,39341,4.2,-0.27,arCOG01889,E
HVO_1830,D4GST8,"(gndA) 6-phosphogluconate dehydrogenase (NAD-dependent, decarboxylating)",0.0,5,158,41.47157190635451,PXD006877,10,Cyt,31963,4.38,-0.22,arCOG00248,G
HVO_1831,D4GST9,(ferA4) ferredoxin (2Fe-2S),0.0,5,121,40.932642487046635,PXD006877,10,Sec; SPI,20384,3.91,-0.24,arCOG02843,C
HVO_1841A,L9VDP5,death-on-curing family protein,0.0,3,19,32.55813953488372,PXD006877,5,Cyt,15120,5.97,-0.72,nd,nd
HVO_1847,D4GSV0,(pepF) oligoendopeptidase PepF,0.0,17,208,35.39232053422371,PXD006877,11,Cyt,68501,4.31,-0.62,arCOG04758,E
HVO_1848A,D4GSV1,small CPxCG-related zinc finger protein,0.000835421888053467,1,6,19.607843137254903,PXD006877,2,Cyt,5734,5.62,-0.57,arCOG06428,S
HVO_1849,D4GSV2,(ywaD2) probable M28 family peptidase (homolog to aminopeptidase YwaD),0.0,11,258,36.03603603603604,PXD006877,9,Cyt,47101,4.63,-0.19,arCOG02959,O
HVO_1851,D4GSV4,HAD superfamily hydrolase,0.0,1,2,11.627906976744185,PXD006877,5,Cyt,23787,4.5,-0.27,arCOG02292,R
HVO_1852,D4GSV5,(truA) tRNA pseudouridine synthase TruA,0.0,2,11,10.60070671378092,PXD006877,1,Cyt,30699,4.55,-0.46,arCOG04449,J
HVO_1853,D4GSV6,UspA domain protein,0.0,2,8,27.7027027027027,PXD006877,9,Cyt,16017,4.53,-0.07,arCOG02053,T
HVO_1854,D4GSV7,(hisS) histidine--tRNA ligase,0.0,22,424,62.18097447795824,PXD006877,12,Cyt,47133,4.22,-0.3,arCOG00404,J
HVO_1856,D4GSV9,conserved hypothetical protein,0.0,5,50,47.44897959183673,PXD006877,5,Cyt,21354,4.71,-0.3,arCOG00037,J
HVO_1857,D4GSW0,PDCD5 family DNA-binding protein,0.0,8,200,61.666666666666664,PXD006877,7,Cyt,13761,6.62,-1.3,arCOG04179,R
HVO_1858,D4GSW1,(rps19e) 30S ribosomal protein S19e,0.0,15,859,86.75496688741723,PXD006877,11,Cyt,16663,4.72,-0.52,arCOG01344,J
HVO_1861,D4GSW4,(thiL) thiamine-monophosphate kinase,0.0,4,17,22.22222222222222,PXD006877,7,Cyt,30811,4.14,-0.04,arCOG00638,H
HVO_1862,D4GSW5,M50 family metalloprotease,0.0012479201331114808,1,4,2.37467018469657,PXD006877,7,>=2 TM,40931,5.08,0.52,arCOG00609,O
HVO_1864,D4GSW7,(moaE) molybdopterin synthase catalytic subunit,0.0,11,143,36.015325670498086,PXD006877,10,Cyt,27918,4.22,-0.16,arCOG00533,H
HVO_1866,D4GSW9,(pyrH) uridylate kinase,0.0,12,166,55.27426160337553,PXD006877,12,Cyt,24592,4.21,0.05,arCOG00858,F
HVO_1867,D4GSX0,(lysS) lysine--tRNA ligase,0.0,34,1047,66.12612612612612,PXD006877,12,Cyt,62080,4.32,-0.47,arCOG00485,J
HVO_1868,D4GSX1,conserved hypothetical protein,0.0,10,119,49.720670391061454,PXD006877,10,Cyt,20039,5.2,-0.38,arCOG04693,S
HVO_1870,D4GSX3,M50 family metalloprotease,0.0,8,93,16.470588235294116,PXD006877,12,>=2 TM,61965,4.72,0.41,arCOG00607;arCOG02834;arCOG04064,O;R
HVO_1871,D4GSX4,(hemQ) coproheme decarboxylase HemQ,0.0,22,1041,39.920159680638726,PXD006877,12,Cyt,56054,4.43,-0.64,arCOG03031;arCOG05403,H;R
HVO_1874,D4GSX7,probable oxidoreductase (aldo-keto reductase family protein),0.0,15,410,42.57703081232493,PXD006877,12,Cyt,39841,4.28,-0.53,arCOG01617,C
HVO_1875,D4GSX8,O-acetyltransferase (homolog to galactoside O-acetyltransferase),0.0,23,986,92.45901639344262,PXD006877,11,Cyt,34056,4.77,-0.58,arCOG01848,R
HVO_1876A,L9VCK7,conserved hypothetical protein,0.0,1,4,25.423728813559322,PXD006877,2,Cyt,6875,4.26,-0.52,nd,nd
HVO_1878,D4GSY0,"(nadE) NAD synthase, ammonia-dependent",0.0,3,33,12.681159420289855,PXD006877,12,Cyt,29573,4.22,-0.03,arCOG00069,H
HVO_1879,D4GSY1,(fadA3) enoyl-CoA hydratase,0.0,7,165,48.05194805194805,PXD006877,6,Cyt,24289,4.95,-0.17,arCOG00239,I
HVO_1880,D4GSY2,conserved hypothetical protein,0.0,4,29,32.888888888888886,PXD006877,9,Cyt,23780,4.39,-0.2,arCOG06323,S
HVO_1885,D4GSY6,(trkA3) TrkA domain protein,0.0,8,179,47.465437788018434,PXD006877,4,Cyt,23402,4.6,-0.3,arCOG01957,P
HVO_1886,D4GSY7,(tupC) ABC-type transport system ATP-binding protein (probable substrate tungstate),0.0,5,16,26.73611111111111,PXD006877,6,Cyt,30887,5.01,-0.37,arCOG00231,P
HVO_1888,D4GSY9,(tupA) ABC-type transport system periplasmic substrate-binding protein (probable substrate tungstate),0.0,9,268,34.21052631578947,PXD006877,12,Tat; lipobox,35890,4.17,-0.3,arCOG00229,H
HVO_1893,D4GSZ4,(ham1) XTP/dITP diphosphatase,0.0,8,82,58.57142857142857,PXD006877,10,Cyt,22981,4.4,-0.44,arCOG04184,F
HVO_1894,D4GSZ5,conserved hypothetical protein,0.0,3,81,51.08695652173913,PXD006877,11,Cyt,10262,4.76,-0.32,arCOG04718,S
HVO_1895,D4GSZ6,(kae1) KEOPS complex subunit Kae1/Bud32,0.0,24,630,60.32608695652174,PXD006877,9,Cyt,58982,4.87,-0.27,arCOG01183;arCOG01185,J
HVO_1896,D4GTC9,(rps24e) 30S ribosomal protein S24e,0.0,9,1037,79.20792079207921,PXD006877,12,Cyt,11626,4.6,-0.73,arCOG04182,J
HVO_1899,D4GTD2,(rpoE1) DNA-directed RNA polymerase subunit E,0.0,5,400,18.94736842105263,PXD006877,10,Cyt,20953,4.6,-0.5,arCOG00675,K
HVO_1901,D4GTD4,(tif2c) translation initiation factor aIF-2 gamma subunit,0.0,17,648,52.798053527980535,PXD006877,12,Cyt,43914,4.23,-0.24,arCOG01563,J
HVO_1903,D4GTD6,conserved hypothetical protein,0.0,1,3,5.504587155963303,PXD006877,1,Cyt,36107,5.05,-0.49,arCOG03104,S
HVO_1905,D4GTD8,beta-lactamase domain protein,0.0,8,77,61.67883211678832,PXD006877,4,Cyt,30073,4.36,-0.21,arCOG00499,R
HVO_1907,D4GTE0,(cdc48d) arNOG05511 family protein (AAA-type ATPase core domain protein),0.0,34,1274,78.27004219409282,PXD006877,12,Cyt,53377,4.42,-0.49,arCOG04368,O
HVO_1908,D4GTE1,(nasA) assimilatory nitrate reductase,0.0,2,20,3.2857142857142856,PXD006877,2,Cyt,74212,4.45,-0.36,arCOG01491,C
HVO_1911,-,(nasD) nitrite reductase (ferredoxin) (nonfunctional),0.0,3,11,4.974271012006861,PXD006877,3,Cyt,65106,4.61,-0.58,nd,nd
HVO_1914,D4GTE3,(acaB3) acetyl-CoA C-acyltransferase,0.0,7,61,32.62599469496021,PXD006877,12,Cyt,39948,4.23,-0.15,arCOG01282,I
HVO_1916,D4GTE5,(kef1) Kef-type transport system,0.0,10,153,24.724409448818896,PXD006877,10,>=2 TM,66228,4.55,0.61,arCOG01957;arCOG01961,P
HVO_1917,D4GTE6,(acs6) acyl-CoA synthetase,0.0,13,111,29.27927927927928,PXD006877,11,Cyt,74019,4.66,-0.43,arCOG04199,I
HVO_1918,D4GTE7,beta-lactamase domain protein,0.0,14,786,72.8476821192053,PXD006877,11,Cyt,33975,4.41,-0.49,arCOG00505,R
HVO_1921,D4GTF0,(serS) serine--tRNA ligase,0.0,47,2102,86.52173913043478,PXD006877,12,Cyt,52006,4.37,-0.7,arCOG00403,J
HVO_1922,D4GTF1,DUF1486 family protein,0.0,6,67,60.68376068376068,PXD006877,3,Cyt,13787,5.44,-0.83,arCOG03106,R
HVO_1923,D4GTF2,probable 16S rRNA maturation protein,0.0,4,25,25.454545454545453,PXD006877,5,Cyt,18323,4.96,-0.35,arCOG04733,J
HVO_1925,D4GTF4,probable GTP-binding protein,0.0,11,241,35.07692307692308,PXD006877,11,Cyt,36496,4.6,-0.48,arCOG00352,R
HVO_1926,D4GTF5,SIMPL domain protein,0.0,4,20,36.8,PXD006877,6,Sec; lipobox,25266,4.22,0.06,arCOG04715,S
HVO_1928,D4GTF7,probable COG0212-type thiamine metabolism protein,0.0,5,43,41.1522633744856,PXD006877,9,Cyt,26517,4.57,-0.45,arCOG00474,H
HVO_1931,D4GTG0,(engB) probable GTP-binding protein EngB,0.0,7,53,35.1219512195122,PXD006877,7,Cyt,23564,5.15,-0.47,arCOG00355,R
HVO_1932,D4GTG1,(ddh) D-2-hydroxyacid dehydrogenase (NADP),0.0,13,209,57.142857142857146,PXD006877,12,Cyt,32980,4.46,-0.03,arCOG01757,H
HVO_1934,D4GTG3,NUDIX family hydrolase / eIF-2B domain protein,0.0,8,67,28.571428571428573,PXD006877,6,Cyt,43175,4.55,-0.11,arCOG01127,J
HVO_1935,D4GTG4,MJ0936 family phosphodiesterase,0.0,2,17,23.170731707317074,PXD006877,1,Cyt,17061,4.49,0.07,arCOG01141,R
HVO_1936,D4GTG5,(cofE) coenzyme F420:L-glutamate ligase,0.0,12,216,54.9800796812749,PXD006877,5,Cyt,27435,4.51,-0.34,arCOG02714,H
HVO_1937,D4GTG6,"(mer) probable 5,10-methylenetetrahydrofolate reductase",0.0,13,256,69.8170731707317,PXD006877,8,Cyt,34540,4.43,-0.2,arCOG02410,C
HVO_1938,D4GTG7,small CPxCG-related zinc finger protein,0.0,1,2,50.666666666666664,PXD006877,1,Cyt,8099,3.84,-0.84,arCOG06320,S
HVO_1939,D4GTG8,(mutLa) DNA mismatch repair protein MutL,0.0,7,69,25.22202486678508,PXD006877,7,Cyt,59733,4.86,-0.27,arCOG01166,L
HVO_1940,D4GTG9,(mutS1a) DNA mismatch repair protein MutS,0.0,20,177,36.156351791530945,PXD006877,9,Cyt,99427,4.27,-0.3,arCOG02897,L
HVO_1941,D4GTH0,AAA-type ATPase (MoxR subfamily),0.0,5,43,32.704402515723274,PXD006877,8,Cyt,34842,4.74,-0.22,arCOG00435,N
HVO_1943,D4GTH2,endoisopeptidase/DUF4129 domain protein,0.0,1,2,2.278820375335121,PXD006877,6,>=2 TM,78949,4.49,-0.09,arCOG02169;arCOG06339,E;R
HVO_1944,D4GTH3,probable transmembrane glycoprotein / HTH domain protein,0.0,8,43,34.85576923076923,PXD006877,10,Sec; SPI,43022,4.04,-0.27,arCOG00381,K
HVO_1945,D4GTH4,conserved hypothetical protein,0.0,3,8,15.068493150684931,PXD006877,7,Tat; SPI,37047,4.29,-0.75,arCOG03053,N
HVO_1946,D4GTH5,"(tif1a) translation initiation factor aIF-1 (SUI1 protein, bacterial-type IF3)",0.0,7,164,84.5360824742268,PXD006877,10,Cyt,10826,4.4,-0.46,arCOG04223,J
HVO_1947,D4GTH6,rhodanese domain protein,0.0,2,10,17.355371900826448,PXD006877,1,Cyt,12617,3.9,-0.19,arCOG02021,P
HVO_1948,D4GTH7,NUDIX family hydrolase,0.0,1,10,12.29946524064171,PXD006877,6,Cyt,20903,4.35,-0.36,arCOG01073,L
HVO_1949,D4GTH8,conserved hypothetical protein,0.0,7,96,81.5028901734104,PXD006877,8,Cyt,18650,4.08,-0.45,arCOG04695,S
HVO_1950,D4GTH9,conserved hypothetical protein,0.0,7,125,55.23255813953488,PXD006877,4,Cyt,18649,4.13,-1.1,arCOG04696,S
HVO_1955,D4GTI4,(citB1) aconitate hydratase,0.0,40,2102,72.93577981651376,PXD006877,12,Cyt,70362,4.34,-0.29,arCOG01697,C
